Start training...

Epoch 001 | Time   252s | Train Loss 3.3145 | Val Loss 6.960 | Val Acc 20.60
Epoch 027 | Time  6821s | Train Loss 1.6687 | Val Loss 3.250 | Val Acc 61.40

Epoch 028 | Time  7070s | Train Loss 1.6215 | Val Loss 3.271 | Val Acc 61.20

Epoch 029 | Time  7324s | Train Loss 1.6274 | Val Loss 3.605 | Val Acc 56.90

Epoch 030 | Time  7577s | Train Loss 1.5457 | Val Loss 3.249 | Val Acc 61.30

Epoch 031 | Time  7828s | Train Loss 1.6169 | Val Loss 3.071 | Val Acc 62.40

Epoch 032 | Time  8077s | Train Loss 1.5638 | Val Loss 3.573 | Val Acc 59.20

Epoch 033 | Time  8327s | Train Loss 1.5342 | Val Loss 2.890 | Val Acc 64.30

Epoch 034 | Time  8577s | Train Loss 1.5155 | Val Loss 2.950 | Val Acc 66.20

Epoch 035 | Time  8827s | Train Loss 1.5607 | Val Loss 3.092 | Val Acc 62.40

Epoch 036 | Time  9083s | Train Loss 1.5878 | Val Loss 3.569 | Val Acc 57.50

Epoch 037 | Time  9335s | Train Loss 1.5690 | Val Loss 3.163 | Val Acc 62.80

Epoch 038 | Time  9584s | Train Loss 1.4611 | Val Loss 3.233 | Val Acc 60.50

Epoch 039 | Time  9844s | Train Loss 1.4676 | Val Loss 3.064 | Val Acc 62.30

Epoch 040 | Time 10094s | Train Loss 1.5061 | Val Loss 2.886 | Val Acc 64.30

Epoch 041 | Time 10345s | Train Loss 1.5075 | Val Loss 2.811 | Val Acc 65.40

Epoch 042 | Time 10596s | Train Loss 1.4909 | Val Loss 2.966 | Val Acc 63.20

Epoch 043 | Time 10844s | Train Loss 1.3798 | Val Loss 2.955 | Val Acc 65.20

Epoch 044 | Time 11096s | Train Loss 1.4902 | Val Loss 2.674 | Val Acc 67.70

Epoch 045 | Time 11346s | Train Loss 1.4903 | Val Loss 2.924 | Val Acc 63.70

Epoch 046 | Time 11599s | Train Loss 1.4655 | Val Loss 2.503 | Val Acc 68.70

Epoch 047 | Time 11852s | Train Loss 1.3884 | Val Loss 2.746 | Val Acc 65.70

Epoch 048 | Time 12109s | Train Loss 1.3922 | Val Loss 2.863 | Val Acc 64.60

Epoch 049 | Time 12361s | Train Loss 1.4194 | Val Loss 2.590 | Val Acc 68.50

Epoch 050 | Time 12613s | Train Loss 1.3504 | Val Loss 2.323 | Val Acc 70.20

Epoch 051 | Time 12872s | Train Loss 1.2523 | Val Loss 2.373 | Val Acc 70.80

Epoch 052 | Time 13126s | Train Loss 1.2961 | Val Loss 2.238 | Val Acc 72.50

Epoch 053 | Time 13375s | Train Loss 1.2854 | Val Loss 2.530 | Val Acc 68.20

Epoch 054 | Time 13633s | Train Loss 1.2925 | Val Loss 2.361 | Val Acc 70.00

Epoch 055 | Time 13894s | Train Loss 1.2584 | Val Loss 2.358 | Val Acc 69.30

Epoch 056 | Time 14146s | Train Loss 1.2257 | Val Loss 2.255 | Val Acc 71.40

Epoch 057 | Time 14398s | Train Loss 1.1685 | Val Loss 2.119 | Val Acc 73.20

Epoch 058 | Time 14652s | Train Loss 1.1874 | Val Loss 2.317 | Val Acc 71.20

Epoch 059 | Time 14906s | Train Loss 1.1537 | Val Loss 2.264 | Val Acc 71.20

Epoch 060 | Time 15166s | Train Loss 1.1421 | Val Loss 2.223 | Val Acc 72.60

Epoch 061 | Time 15416s | Train Loss 1.1368 | Val Loss 2.194 | Val Acc 73.00

Epoch 062 | Time 15666s | Train Loss 1.1082 | Val Loss 2.232 | Val Acc 72.50

Epoch 063 | Time 15920s | Train Loss 1.0581 | Val Loss 1.928 | Val Acc 75.80

Epoch 064 | Time 16170s | Train Loss 1.0845 | Val Loss 1.826 | Val Acc 76.50

Epoch 065 | Time 16421s | Train Loss 1.0672 | Val Loss 2.027 | Val Acc 75.30

Epoch 066 | Time 16671s | Train Loss 1.0146 | Val Loss 1.985 | Val Acc 74.60

Epoch 067 | Time 16925s | Train Loss 1.0014 | Val Loss 1.831 | Val Acc 76.20

Epoch 068 | Time 17180s | Train Loss 0.9352 | Val Loss 1.677 | Val Acc 79.00

Epoch 069 | Time 17437s | Train Loss 0.9377 | Val Loss 1.709 | Val Acc 78.30

Epoch 070 | Time 17691s | Train Loss 0.9637 | Val Loss 1.691 | Val Acc 78.40

Epoch 071 | Time 17943s | Train Loss 0.8881 | Val Loss 1.644 | Val Acc 78.20

Epoch 072 | Time 18192s | Train Loss 0.8172 | Val Loss 1.708 | Val Acc 78.50

Epoch 073 | Time 18446s | Train Loss 0.8269 | Val Loss 1.593 | Val Acc 79.20

Epoch 074 | Time 18696s | Train Loss 0.7964 | Val Loss 1.519 | Val Acc 80.20

Epoch 075 | Time 18948s | Train Loss 0.7410 | Val Loss 1.526 | Val Acc 80.30

Epoch 076 | Time 19199s | Train Loss 0.7447 | Val Loss 1.496 | Val Acc 80.20

Epoch 077 | Time 19446s | Train Loss 0.7597 | Val Loss 1.470 | Val Acc 80.80

Epoch 078 | Time 19696s | Train Loss 0.6522 | Val Loss 1.377 | Val Acc 82.00

Epoch 079 | Time 19947s | Train Loss 0.6690 | Val Loss 1.436 | Val Acc 81.40

Epoch 080 | Time 20198s | Train Loss 0.6391 | Val Loss 1.416 | Val Acc 82.20

Epoch 081 | Time 20452s | Train Loss 0.5886 | Val Loss 1.340 | Val Acc 83.40

Epoch 082 | Time 20704s | Train Loss 0.5860 | Val Loss 1.305 | Val Acc 83.50

Epoch 083 | Time 20954s | Train Loss 0.5319 | Val Loss 1.266 | Val Acc 84.30

Epoch 084 | Time 21208s | Train Loss 0.5378 | Val Loss 1.261 | Val Acc 84.30

Epoch 085 | Time 21459s | Train Loss 0.5401 | Val Loss 1.244 | Val Acc 85.00

Epoch 086 | Time 21726s | Train Loss 0.4949 | Val Loss 1.243 | Val Acc 84.60

Epoch 087 | Time 21978s | Train Loss 0.5035 | Val Loss 1.228 | Val Acc 84.90

Epoch 088 | Time 22227s | Train Loss 0.5094 | Val Loss 1.229 | Val Acc 84.50

Epoch 089 | Time 22488s | Train Loss 0.5042 | Val Loss 1.223 | Val Acc 85.00

Epoch 090 | Time 22737s | Train Loss 0.5331 | Val Loss 1.225 | Val Acc 84.80
Training Completed! Best accuracy: 85.00 at epoch 89
──────────────────────────────────────────────────────────────────────
Start testing...

Complete Evaluation, Last accuracy 86.34
Completed!
