Start training...

Epoch 001 | Time   249s | Train Loss 3.3357 | Val Loss 6.868 | Val Acc 20.90
Epoch 025 | Time  6321s | Train Loss 1.6891 | Val Loss 3.905 | Val Acc 52.70

Epoch 026 | Time  6573s | Train Loss 1.6835 | Val Loss 3.730 | Val Acc 56.10

Epoch 027 | Time  6822s | Train Loss 1.6729 | Val Loss 3.423 | Val Acc 56.70

Epoch 028 | Time  7073s | Train Loss 1.7285 | Val Loss 3.558 | Val Acc 58.00

Epoch 029 | Time  7324s | Train Loss 1.5729 | Val Loss 3.590 | Val Acc 56.70

Epoch 030 | Time  7573s | Train Loss 1.6228 | Val Loss 3.446 | Val Acc 57.60

Epoch 031 | Time  7825s | Train Loss 1.6330 | Val Loss 3.537 | Val Acc 56.50

Epoch 032 | Time  8076s | Train Loss 1.5885 | Val Loss 3.261 | Val Acc 59.60

Epoch 033 | Time  8327s | Train Loss 1.5666 | Val Loss 3.013 | Val Acc 63.50

Epoch 034 | Time  8577s | Train Loss 1.5806 | Val Loss 3.057 | Val Acc 62.30

Epoch 035 | Time  8827s | Train Loss 1.5767 | Val Loss 3.011 | Val Acc 63.00

Epoch 036 | Time  9081s | Train Loss 1.5600 | Val Loss 3.182 | Val Acc 62.30

Epoch 037 | Time  9334s | Train Loss 1.5991 | Val Loss 2.739 | Val Acc 65.20

Epoch 038 | Time  9585s | Train Loss 1.5193 | Val Loss 2.960 | Val Acc 63.60

Epoch 039 | Time  9846s | Train Loss 1.4785 | Val Loss 3.090 | Val Acc 62.50

Epoch 040 | Time 10098s | Train Loss 1.5076 | Val Loss 2.781 | Val Acc 66.90

Epoch 041 | Time 10350s | Train Loss 1.4840 | Val Loss 2.744 | Val Acc 66.20

Epoch 042 | Time 10603s | Train Loss 1.4429 | Val Loss 2.767 | Val Acc 66.70

Epoch 043 | Time 10852s | Train Loss 1.4613 | Val Loss 2.953 | Val Acc 61.90

Epoch 044 | Time 11101s | Train Loss 1.4761 | Val Loss 2.877 | Val Acc 64.60

Epoch 045 | Time 11352s | Train Loss 1.4056 | Val Loss 2.543 | Val Acc 70.80

Epoch 046 | Time 11604s | Train Loss 1.4026 | Val Loss 2.695 | Val Acc 67.40

Epoch 047 | Time 11856s | Train Loss 1.3852 | Val Loss 2.974 | Val Acc 64.40

Epoch 048 | Time 12112s | Train Loss 1.3510 | Val Loss 2.545 | Val Acc 67.90

Epoch 049 | Time 12364s | Train Loss 1.3177 | Val Loss 2.545 | Val Acc 69.20

Epoch 050 | Time 12616s | Train Loss 1.3295 | Val Loss 2.652 | Val Acc 68.10

Epoch 051 | Time 12875s | Train Loss 1.3177 | Val Loss 2.444 | Val Acc 69.80

Epoch 052 | Time 13129s | Train Loss 1.2549 | Val Loss 2.468 | Val Acc 70.50

Epoch 053 | Time 13380s | Train Loss 1.3007 | Val Loss 2.454 | Val Acc 69.50

Epoch 054 | Time 13635s | Train Loss 1.2833 | Val Loss 2.359 | Val Acc 70.60

Epoch 055 | Time 13896s | Train Loss 1.2407 | Val Loss 2.207 | Val Acc 73.00

Epoch 056 | Time 14146s | Train Loss 1.2151 | Val Loss 2.395 | Val Acc 69.40

Epoch 057 | Time 14398s | Train Loss 1.2591 | Val Loss 2.399 | Val Acc 70.60

Epoch 058 | Time 14652s | Train Loss 1.2076 | Val Loss 2.139 | Val Acc 71.60

Epoch 059 | Time 14904s | Train Loss 1.1457 | Val Loss 2.579 | Val Acc 67.50

Epoch 060 | Time 15167s | Train Loss 1.1364 | Val Loss 2.025 | Val Acc 76.70

Epoch 061 | Time 15417s | Train Loss 1.1240 | Val Loss 2.004 | Val Acc 75.80

Epoch 062 | Time 15669s | Train Loss 1.0751 | Val Loss 2.040 | Val Acc 74.00

Epoch 063 | Time 15920s | Train Loss 1.0458 | Val Loss 1.911 | Val Acc 75.70

Epoch 064 | Time 16172s | Train Loss 1.0220 | Val Loss 1.858 | Val Acc 77.20

Epoch 065 | Time 16421s | Train Loss 1.0047 | Val Loss 1.890 | Val Acc 75.90

Epoch 066 | Time 16669s | Train Loss 1.0091 | Val Loss 1.886 | Val Acc 76.80

Epoch 067 | Time 16928s | Train Loss 0.9431 | Val Loss 1.860 | Val Acc 76.00

Epoch 068 | Time 17181s | Train Loss 0.9150 | Val Loss 1.730 | Val Acc 78.80

Epoch 069 | Time 17439s | Train Loss 0.9700 | Val Loss 1.695 | Val Acc 78.90

Epoch 070 | Time 17692s | Train Loss 0.8988 | Val Loss 1.618 | Val Acc 79.70

Epoch 071 | Time 17943s | Train Loss 0.8540 | Val Loss 1.642 | Val Acc 79.50

Epoch 072 | Time 18193s | Train Loss 0.8772 | Val Loss 1.593 | Val Acc 80.30

Epoch 073 | Time 18443s | Train Loss 0.8265 | Val Loss 1.483 | Val Acc 81.50

Epoch 074 | Time 18691s | Train Loss 0.8048 | Val Loss 1.548 | Val Acc 79.80

Epoch 075 | Time 18940s | Train Loss 0.7361 | Val Loss 1.422 | Val Acc 82.80

Epoch 076 | Time 19190s | Train Loss 0.6922 | Val Loss 1.428 | Val Acc 81.60

Epoch 077 | Time 19443s | Train Loss 0.7108 | Val Loss 1.371 | Val Acc 82.10

Epoch 078 | Time 19696s | Train Loss 0.6533 | Val Loss 1.311 | Val Acc 83.20

Epoch 079 | Time 19946s | Train Loss 0.6843 | Val Loss 1.364 | Val Acc 82.80

Epoch 080 | Time 20197s | Train Loss 0.5985 | Val Loss 1.268 | Val Acc 84.40

Epoch 081 | Time 20451s | Train Loss 0.5894 | Val Loss 1.277 | Val Acc 84.60

Epoch 082 | Time 20702s | Train Loss 0.6028 | Val Loss 1.213 | Val Acc 84.90

Epoch 083 | Time 20954s | Train Loss 0.5325 | Val Loss 1.226 | Val Acc 84.10

Epoch 084 | Time 21203s | Train Loss 0.5396 | Val Loss 1.160 | Val Acc 84.50

Epoch 085 | Time 21454s | Train Loss 0.5299 | Val Loss 1.162 | Val Acc 84.90

Epoch 086 | Time 21723s | Train Loss 0.5592 | Val Loss 1.132 | Val Acc 84.90

Epoch 087 | Time 21975s | Train Loss 0.5191 | Val Loss 1.130 | Val Acc 84.90

Epoch 088 | Time 22225s | Train Loss 0.5236 | Val Loss 1.121 | Val Acc 85.60

Epoch 089 | Time 22488s | Train Loss 0.5597 | Val Loss 1.115 | Val Acc 85.60

Epoch 090 | Time 22737s | Train Loss 0.4871 | Val Loss 1.116 | Val Acc 85.30
Training Completed! Best accuracy: 85.60 at epoch 89
──────────────────────────────────────────────────────────────────────
Start testing...

Complete Evaluation, Last accuracy 86.46
Completed!
